,loss,accuracy,val_loss,val_accuracy,lr
0,1.5595120191574097,0.2784999907016754,9.44510269165039,0.20000000298023224,0.001
1,1.2948638200759888,0.4560000002384186,6.940597057342529,0.22599999606609344,0.001
2,1.060282826423645,0.577750027179718,111.6084976196289,0.20200000703334808,0.001
3,0.8512858152389526,0.6840000152587891,4.351681232452393,0.40700000524520874,0.001
4,0.714606761932373,0.7372499704360962,8.61747932434082,0.4729999899864197,0.001
5,0.6099979877471924,0.7837499976158142,38.20877456665039,0.2160000056028366,0.001
6,0.3935813009738922,0.8672500252723694,2.173651695251465,0.621999979019165,0.000100000005
7,0.2509273290634155,0.9232500195503235,1.4541035890579224,0.6819999814033508,0.000100000005
8,0.18925151228904724,0.9419999718666077,1.1859774589538574,0.7160000205039978,0.000100000005
9,0.12418678402900696,0.9660000205039978,0.9722018241882324,0.7519999742507935,0.000100000005
10,0.08511964976787567,0.9797499775886536,1.0356842279434204,0.7570000290870667,0.000100000005
11,0.054930802434682846,0.9872499704360962,1.2056931257247925,0.746999979019165,0.000100000005
12,0.045879751443862915,0.9890000224113464,1.0504015684127808,0.7639999985694885,1.0000001e-05
13,0.035770855844020844,0.9940000176429749,0.9961831569671631,0.777999997138977,1.0000001e-05
14,0.037194062024354935,0.9934999942779541,0.9606001377105713,0.7839999794960022,1.0000001e-06
15,0.03666708245873451,0.9919999837875366,0.9452645182609558,0.7870000004768372,1.0000001e-06
16,0.03543820232152939,0.9934999942779541,0.9390089511871338,0.7919999957084656,1.0000001e-06
17,0.033961471170186996,0.9932500123977661,0.93883216381073,0.7950000166893005,1.0000001e-06
18,0.038460396230220795,0.9919999837875366,0.9414531588554382,0.7960000038146973,1.0000001e-06
19,0.03582620993256569,0.9929999709129333,0.9442301392555237,0.7940000295639038,1.0000001e-06
20,0.02972489222884178,0.9947500228881836,0.9483810067176819,0.7960000038146973,1e-06
21,0.030378308147192,0.9955000281333923,0.950920581817627,0.7950000166893005,1e-06
22,0.033584583550691605,0.9937499761581421,0.9556336998939514,0.7960000038146973,1e-06
